datetime,storage (acre-feet),release volume (acre-feet),pool elevation (feet),total release (cfs),Powell total release (cfs),Powell release volume (acre-feet),T_max (degrees f),T_min(degrees f),precipitation (inches),snow (inches),snow depth (inches)
1998-07-23,24678718.8,30574.5544,1211.85999,15414.6712,21232.6699,42114.3866,89,77,0.01,0,0
1998-07-24,24698478.5,35079.489,1211.98999,17685.909,21193.8496,42037.3877,92,72,0,0,0
1998-07-25,24712232.4,31933.8843,1212.07996,16100,21205.4453,42060.3874,103,77,0,0,0
1998-07-26,24722953.1,33719.0083,1212.15002,17000,19753.9707,39181.4295,106,78,0,0,0
1998-07-27,24729060.5,37069.4599,1212.18994,18689.1861,21404.5879,42455.3809,107,84,0,0,0
1998-07-28,24738250,29869.5646,1212.25,15059.2388,21434.334,42514.3815,107,83,0,0,0
1998-07-29,24753546.9,33925.5054,1212.34998,17104.109,20445.6777,40553.4104,109,85,0,0,0
1998-07-30,24750482.4,29636.5676,1212.32996,14941.7695,21456.0117,42557.3786,106,76,0,0,0
1998-07-31,24765798.8,26799.6096,1212.43005,13511.4698,21458.5332,42562.3799,100,78,0,0,0
1998-08-01,24778031.3,27787.5949,1212.51001,14009.5791,21091.5039,41834.3879,101,74,0,0,0
1998-08-02,24791796.9,27830.5945,1212.59998,14031.2581,19265.4395,38212.4419,105,73,0,0,0
1998-08-03,24790265.6,38505.7247,1212.58997,19413.3029,21271.9941,42192.3851,107,79,0,0,0
1998-08-04,24785689.5,45421.4876,1212.56006,22900,21406.6035,42459.3789,108,83,0,0,0
1998-08-05,24785689.5,40637.4075,1212.56006,20488.0263,20715.9063,41089.4008,109,81,0,0,0
1998-08-06,24787201.2,35124.4877,1212.56995,17708.5959,21304.7637,42257.3825,109,82,0.03,0,0
1998-08-07,24805560.5,27994.5919,1212.68994,14113.9401,21242.752,42134.384,106,82,0,0,0
1998-08-08,24816281.3,25195.6325,1212.76001,12702.798,20967.9863,41589.3944,106,82,0,0,0
1998-08-09,24833109.4,18623.7286,1212.87,9389.46317,19369.8008,38419.4396,101,84,0,0,0
1998-08-10,24843810.5,33554.5108,1212.93994,16917.0659,21307.2852,42262.3838,99,84,0,0,0
1998-08-11,24837703.1,38384.4411,1212.90002,19352.1557,21325.9395,42299.384,102,84,0,0,0
1998-08-12,24840767.6,39797.4206,1212.92004,20064.5329,21319.3848,42286.383,106,83,0,0,0
1998-08-13,24837703.1,40727.4065,1212.90002,20533.4008,21356.6934,42360.3835,106,84,0,0,0
1998-08-14,24859127,31985.5339,1213.04004,16126.04,21362.7422,42372.3812,106,79,0.04,0,0
1998-08-15,24869828.1,18904.7245,1213.10999,9531.13193,21002.2695,41657.3941,101,77,0.1,0,0
1998-08-16,24891250,15323.7767,1213.25,7725.73741,19326.9473,38334.4409,104,78,0.03,0,0
1998-08-17,24908078.1,22283.6753,1213.35999,11234.6863,21384.9258,42416.3817,100,83,0,0,0
1998-08-18,24915734.4,25410.6298,1213.41003,12811.1925,21462.5664,42570.3797,98,75,0,0,0
1998-08-19,24927968.8,28683.5822,1213.48999,14461.306,21315.3516,42278.3833,101,75,0,0,0
1998-08-20,24929500,35649.4808,1213.5,17973.2799,21322.4102,42292.3838,104,76,0,0,0
1998-08-21,24934093.8,33011.5193,1213.53003,16643.3076,21335.0137,42317.3825,105,76,0,0,0
1998-08-22,24950921.9,27998.592,1213.64001,14115.9568,21066.2969,41784.3905,108,81,0,0,0
1998-08-23,24964687.5,29213.5748,1213.72998,14728.5106,19474.1621,38626.4372,109,85,0,0,0
1998-08-24,24963156.3,37292.4566,1213.71997,18801.6135,21350.1387,42347.3825,105,84,0,0,0
1998-08-25,24964687.5,33196.5167,1213.72998,16736.5772,21357.7012,42362.3825,99,83,0,0,0
1998-08-26,24976939.5,28364.5871,1213.81006,14300.4793,21359.2129,42365.3809,102,82,0,0,0
1998-08-27,24993767.6,26233.6174,1213.92004,13226.1154,21348.1211,42343.3807,103,75,0,0,0
1998-08-28,25002937.5,31020.5478,1213.97998,15639.5262,21367.7832,42382.3799,108,77,0,0,0
1998-08-29,25026021.5,20625.6995,1214.13,10398.7902,21154.0215,41958.3897,106,85,0,0,0
1998-08-30,25052207,16956.753,1214.30005,8549.02963,19537.1816,38751.4347,105,77,0.03,0,0
1998-08-31,25052207,30496.5554,1214.30005,15375.3467,21374.3379,42395.3809,94,73,0,0,0
1998-09-01,25062978.5,31059.5474,1214.37,15659.1885,18647.3398,36986.4592,95,75,0.01,0,0
1998-09-02,25066062.5,32182.5313,1214.39001,16225.3595,17919.334,35542.4806,99,76,0,0,0
1998-09-03,25061437.5,32120.5319,1214.35999,16194.1015,17908.7481,35521.4837,98,76,0.03,0,0
1998-09-04,25104562.5,9117.86713,1214.64001,4596.92468,17790.7734,35287.4845,81,70,0.07,0,0
1998-09-05,25127666,10847.842,1214.79004,5469.12032,15018.4014,29788.5647,89,73,0,0,0
1998-09-06,25156918,8796.8719,1214.97998,4435.08958,15009.8311,29771.5657,96,73,0,0,0
1998-09-07,25173945.3,22221.6764,1215.08997,11203.4285,15012.8565,29777.5665,95,74,0.02,0,0
1998-09-08,25169308.6,27399.6011,1215.06006,13813.9656,18233.9297,36166.4721,96,74,0.5,0,0
1998-09-09,25190992.2,21199.6911,1215.19995,10688.1776,17828.082,35361.485,95,71,0.05,0,0
1998-09-10,25204957,21693.6839,1215.29004,10937.2323,17898.1602,35500.483,94,70,0,0,0
1998-09-11,25220453.1,24163.6478,1215.39001,12182.5058,17898.1602,35500.483,86,66,0.61,0,0
1998-09-12,25257650.4,13712.8002,1215.63,6913.53676,16318.124,32366.527,86,64,0,0,0
1998-09-13,25288642.6,15212.7783,1215.82996,7669.77572,13228.1318,26237.6169,92,67,0,0,0
1998-09-14,25297953.1,26731.2397,1215.89001,13477,17901.1856,35506.4837,94,71,0,0,0
1998-09-15,25288642.6,41261.3993,1215.82996,20802.6221,17901.6895,35507.4832,97,70,0,0,0
1998-09-16,25271595.7,52124.2402,1215.71997,26279.3044,17914.293,35532.4819,98,73,0,0,0
1998-09-17,25246808.6,57357.1642,1215.56006,28917.5703,17900.1758,35504.4809,101,74,0,0,0
1998-09-18,25222003.9,58584.1463,1215.40002,29536.1737,17297.7051,34309.4977,98,75,0,0,0
1998-09-19,25208058.6,45608.3355,1215.31006,22994.2025,16477.9434,32683.524,94,66,0,0,0
1998-09-20,25194095.7,41486.396,1215.21997,20916.058,14951.8525,29656.567,93,74,0,0,0
1998-09-21,25178599.6,51186.4543,1215.12,25806.504,18007.5625,35717.4793,87,67,0,0,0
1998-09-22,25163103.5,40969.4033,1215.02002,20655.4075,17875.4727,35455.483,88,64,0,0,0
1998-09-23,25149228.5,49332.281,1214.93005,24871.6917,17930.4258,35564.4809,87,64,0,0,0
1998-09-24,25135355.5,48396.6942,1214.83997,24400,17948.5762,35600.4817,88,64,0,0,0
1998-09-25,25119959,46214.876,1214.73999,23300,17838.1641,35381.4824,85,65,0,0,0
1998-09-26,25123041,26154.6187,1214.76001,13186.2869,16318.124,32366.527,85,65,0,0,0
1998-09-27,25129207,25539.6281,1214.80005,12876.2291,13269.4727,26319.6152,85,60,0,0,0
1998-09-28,25112252,47047.3145,1214.68994,23719.6877,17800.3535,35306.4863,87,61,0,0,0
1998-09-29,25110728.5,26012.6212,1214.68005,13114.6965,17872.4473,35449.4822,85,64,0,0,0
1998-09-30,25126125,18936.7242,1214.78003,9547.26509,17842.7031,35390.4856,78,60,0,0,0
1998-10-01,25139978,22199.6765,1214.87,11192.3369,15870.4307,31478.5402,84,61,0,0,0
1998-10-02,25149228,19006.7232,1214.93005,9582.55627,15233.6777,30215.5591,89,59,0,0,0
1998-10-03,25156918,16011.7668,1214.97998,8072.59912,14485.001,28730.5805,82,69,0,0,0
1998-10-04,25175496,10888.8412,1215.09998,5489.79076,12394.7568,24584.6417,75,63,0,0,0
1998-10-05,25180150,19834.7107,1215.13,10000,15282.0772,30311.558,74,60,0,0,0
1998-10-06,25172392,26131.6192,1215.07996,13174.6913,15272.4981,30292.5581,79,52,0,0,0
1998-10-07,25178600,23255.6613,1215.12,11724.7292,15301.7393,30350.5572,85,54,0,0,0
1998-10-08,25180150,24198.3471,1215.13,12200,15301.7393,30350.5572,89,60,0,0,0
1998-10-09,25194096,17500.7452,1215.21997,8823.29235,15305.2686,30357.5575,85,56,0,0,0
1998-10-10,25211142,11003.8398,1215.32996,5547.76922,14490.043,28740.5811,83,58,0,0,0
1998-10-11,25225108,15782.7699,1215.42004,7957.1465,12442.1475,24678.6396,82,54,0,0,0
1998-10-12,25228192,24547.6425,1215.43994,12376.1031,15309.8057,30366.5567,82,55,0,0,0
1998-10-13,25220454,31338.843,1215.39001,15800,15313.335,30373.557,91,57,0,0,0
1998-10-14,25211142,34285.5001,1215.32996,17285.6063,14224.3506,28213.588,83,59,0,0,0
1998-10-15,25209592,31908.1066,1215.31995,16087.0037,14309.0498,28381.5864,76,57,0,0,0
1998-10-16,25200300,35702.4793,1215.26001,18000,15334.0059,30414.5571,66,57,0,0,0
1998-10-17,25206508,19041.3223,1215.30005,9600,14072.5986,27912.5923,70,53,0,0,0
1998-10-18,25212696,22611.5703,1215.33997,11400,12357.4492,24510.6431,76,49,0,0,0
1998-10-19,25195646,42049.5868,1215.22998,21200,15229.6445,30207.5594,79,53,0,0,0
1998-10-20,25184804,36666.4463,1215.16003,18486,15263.9277,30275.5591,80,56,0,0,0
1998-10-21,25181704,30743.8017,1215.14001,15500,15307.7891,30362.5568,81,57,0,0,0
1998-10-22,25180150,30545.4546,1215.13,15400,15261.4063,30270.5579,75,55,0,0,0
1998-10-23,25184804,22413.2231,1215.16003,11300,15276.0273,30299.5584,78,54,0,0,0
1998-10-24,25203404,16712.1043,1215.28003,8425.68591,14001.0078,27770.594,76,54,0,0,0
1998-10-25,25217350,11399.834,1215.37,5747.4163,12457.2725,24708.6396,72,54,0,0,0
1998-10-26,25222004,24519.6431,1215.40002,12361.9867,14460.2979,28681.5825,67,50,0,0,0
1998-10-27,25225108,22053.6788,1215.42004,11118.7297,15293.169,30333.5583,69,49,0,0,0
1998-10-28,25240604,18491.7306,1215.52002,9322.91419,15227.6279,30203.5595,72,49,0,0,0
1998-10-29,25242154,27769.5955,1215.53003,14000.5044,15219.5615,30187.56,67,55,0.02,0,0
1998-10-30,25256100,16788.7555,1215.62,8464.33088,15262.415,30272.5588,65,52,0.2,0,0
1998-10-31,25277800,14697.5207,1215.76001,7410,14356.9443,28476.5838,70,53,0,0,0
1998-11-01,25290196,18187.7344,1215.83997,9169.64941,11145.9541,22107.6776,69,47,0,0,0
1998-11-02,25279354,39471.0744,1215.77002,19900,14261.6582,28287.5865,67,48,0,0,0
1998-11-03,25268492,30351.5575,1215.69995,15302.2436,14232.417,28229.5874,68,44,0,0,0
1998-11-04,25268492,25407.9936,1215.69995,12809.8634,14250.0635,28264.5887,69,46,0,0,0
1998-11-05,25263858,32528.9256,1215.67004,16400,14240.4844,28245.5889,70,46,0,0,0
1998-11-06,25259204,36495.8678,1215.64001,18400,14145.1982,28056.5916,67,46,0,0,0
1998-11-07,25260754,20760.6975,1215.65002,10466.8516,13635.9971,27046.6058,68,45,0,0,0
1998-11-08,25268492,21807.6821,1215.69995,10994.7064,11023.4434,21864.681,66,46,0.03,0,0
1998-11-09,25259204,33085.5179,1215.64001,16680.6153,14185.5303,28136.589,57,40,0,0,0
1998-11-10,25254546,30942.1488,1215.60999,15600,14111.419,27989.5913,57,36,0,0,0
1998-11-11,25243708,33971.505,1215.54004,17127.3004,14202.6719,28170.5889,52,45,0.21,0,0
1998-11-12,25242154,31338.843,1215.53003,15800,14163.8516,28093.5899,63,46,0,0,0
1998-11-13,25240604,29078.5762,1215.52002,14660.4489,14149.7354,28065.5908,65,40,0,0,0
1998-11-14,25246808,20429.7521,1215.56006,10300,13721.7041,27216.6032,68,42,0,0,0
1998-11-15,25259204,15871.7687,1215.64001,8002.01673,11073.8594,21964.6798,68,43,0,0,0
1998-11-16,25251446,36099.1736,1215.58997,18200,14147.7188,28061.5909,69,44,0,0,0
1998-11-17,25237500,29211.9378,1215.5,14727.6853,13962.6924,27694.5965,70,47,0,0,0
1998-11-18,25231294,36694.2149,1215.45996,18500,14093.7734,27954.592,66,44,0,0,0
1998-11-19,25225108,33917.3554,1215.42004,17100,14151.2481,28068.5912,63,42,0,0,0
1998-11-20,25215796,34710.7438,1215.35999,17500,14150.2393,28066.5903,63,38,0,0,0
1998-11-21,25217350,29012.5774,1215.37,14627.1744,13594.6563,26964.6074,63,40,0,0,0
1998-11-22,25215796,26181.8182,1215.35999,13200,11067.3057,21951.6807,66,43,0,0,0
1998-11-23,25192544,49134.2846,1215.20996,24771.8685,14163.3477,28092.5904,72,44,0,0,0
1998-11-24,25169308,45024.7934,1215.06006,22700,14153.2647,28072.591,74,50,0,0,0
1998-11-25,25153834,47404.9587,1214.95996,23900,13699.0166,27171.6032,69,47,0,0,0
1998-11-26,25158458,23510.6578,1214.98999,11853.29,13083.9424,25951.6213,70,47,0,0,0
1998-11-27,25155376,30942.549,1214.96997,15600.2018,14141.165,28048.5918,65,44,0,0,0
1998-11-28,25138438,37078.4601,1214.85999,18693.7236,13597.1768,26969.6068,67,45,0.09,0,0
1998-11-29,25138438,36883.4622,1214.85999,18595.4122,11121.25,22058.6777,60,41,0,0,0
1998-11-30,25127666,35900.8265,1214.79004,18100,14201.1592,28167.5885,61,41,0,0,0
1998-12-01,25112252,38163.444,1214.68994,19240.7363,14862.1123,29478.5699,64,43,0,0,0
1998-12-02,25104562,38133.4449,1214.64001,19225.6118,14819.7627,29394.5706,68,43,0,0,0
1998-12-03,25104562,31442.5417,1214.64001,15852.2814,14844.9707,29444.57,68,44,0,0,0
1998-12-04,25095312,41851.2397,1214.57996,21100,14828.334,29411.5715,58,46,0,0,0
1998-12-05,25084542,30942.1488,1214.51001,15600,14300.9834,28365.5869,51,39,0,0,0
1998-12-06,25086084,33046.519,1214.52002,16660.9533,13601.21,26977.6065,47,32,0.43,1,0
1998-12-07,25059896,52760.3306,1214.34998,26600,14622.6367,29003.577,48,32,0,0,0
1998-12-08,25042958,45223.1405,1214.23999,22800,14599.9492,28958.577,50,31,0,0,0
1998-12-09,25021396,44445.6198,1214.13,22408,14868.1621,29490.5695,52,41,0,0,0
1998-12-10,25007542,43559.0083,1214.01001,21961,14910.0078,29573.5692,54,35,0,0,0
1998-12-11,24996810,42644.6281,1213.93994,21500,14946.8115,29646.5683,54,30,0,0,0
1998-12-12,24999876,22809.9174,1213.95996,11500,14347.3662,28457.5859,61,35,0,0,0
1998-12-13,25006000,24626.6413,1214,12415.9316,13687.9258,27149.6049,63,36,0,0,0
1998-12-14,24999876,41454.5455,1213.95996,20900,15055.2051,29861.5638,64,38,0,0,0
1998-12-15,24976940,44033.0579,1213.81006,22200,15108.1426,29966.5638,72,54,0,0,0
1998-12-16,24957048,48793.3884,1213.68005,24600,15027.9805,29807.5646,73,44,0,0,0
1998-12-17,24937158,50380.1653,1213.55005,25400,14952.8613,29658.5679,70,44,0,0,0
1998-12-18,24914204,48396.6942,1213.40002,24400,14946.8115,29646.5683,65,42,0,0,0
1998-12-19,24905016,31735.5372,1213.33997,16000,14453.7432,28668.5815,63,47,0,0,0
1998-12-20,24889718,38578.5124,1213.23999,19450,13687.4209,27148.6034,55,39,0,0,0
1998-12-21,24865232,62320.6612,1213.07996,31420,15001.7647,29755.5663,42,27,0,0,0
1998-12-22,24834640,57221.157,1212.88,28849,15177.7158,30104.5603,43,20,0,0,0
1998-12-23,24797922,60947.1116,1212.64001,30727.5021,15717.6709,31175.5456,45,26,0,0,0
1998-12-24,24794860,25551.6278,1212.62,12882.279,15706.0752,31152.5459,50,23,0,0,0
1998-12-25,24813218,16006.6116,1212.73999,8070,13958.6592,27686.5967,56,32,0,0,0
1998-12-26,24823940,18844.7253,1212.81006,9500.88233,14754.7266,29265.5733,54,33,0,0,0
1998-12-27,24830046,25481.6285,1212.84998,12846.9877,14030.25,27828.595,59,37,0,0,0
1998-12-28,24826982,34115.7025,1212.82996,17200,15698.5127,31137.5459,61,32,0,0,0
1998-12-29,24816282,33440.5133,1212.76001,16859.5921,15251.3232,30250.5585,68,39,0,0,0
1998-12-30,24802518,47206.6116,1212.67004,23800,15235.6943,30219.559,69,40,0,0,0
1998-12-31,24781094,49983.4711,1212.53003,25200,15244.2656,30236.5599,67,45,0,0,0
1999-01-01,24787202,22107.6776,1212.56995,11145.9541,13953.1133,27675.5966,64,45,0,0,0
1999-01-02,24787202,31140.4959,1212.56995,15700,16598.9414,32923.5202,62,37,0,0,0
1999-01-03,24779562,35900.8265,1212.52002,18100,13964.2051,27697.5969,59,38,0,0,0
1999-01-04,24764268,48595.0413,1212.42004,24500,17264.4316,34243.5008,59,33,0,0,0
1999-01-05,24736718,54207.2098,1212.23999,27329.4683,17304.7637,34323.4982,60,34,0,0,0
1999-01-06,24716828,52165.2893,1212.10999,26300,17312.3262,34338.4982,63,37,0,0,0
1999-01-07,24703062,48000,1212.02002,24200,17307.7891,34329.499,62,37,0,0,0
1999-01-08,24686326,50181.8182,1211.91003,25300,17251.3242,34217.5026,60,39,0,0,0
1999-01-09,24692392,31103.5465,1211.94995,15681.3714,16128.5606,31990.5333,59,34,0,0,0
1999-01-10,24696958,28561.9835,1211.97998,14400,13979.3291,27727.5949,65,37,0,0,0
1999-01-11,24698000,37289.2562,1211.98999,18800,16729.0137,33181.5147,63,39,0,0,0
1999-01-12,24702000,30545.4546,1212.01001,15400,13915.8057,27601.598,66,41,0,0,0
1999-01-13,24709190,23131.6627,1212.06995,11662.2133,14282.3291,28328.5866,64,38,0,0,0
1999-01-14,24718360,19296.7187,1212.12,9728.76235,14265.1875,28294.5868,62,38,0,0,0
1999-01-15,24719890,21255.6905,1212.13,10716.4106,14236.9551,28238.5886,57,38,0,0,0
1999-01-16,24738250,14915.7025,1212.25,7520,14116.9648,28000.5914,60,38,0,0,0
1999-01-17,24756610,13730.7999,1212.37,6922.61163,11028.4854,21874.6817,61,40,0,0,0
1999-01-18,24762734,19061.157,1212.41003,9610,14285.8584,28335.5869,69,42,0,0,0
1999-01-19,24774968,14805.7843,1212.48999,7464.58294,14302.4951,28368.5854,64,44,0,0,0
1999-01-20,24770376,18783.4711,1212.45996,9470,14284.3457,28332.5865,68,58,0,0,0
1999-01-21,24782626,17916.7392,1212.54004,9033.02267,14248.5508,28261.5883,62,51,0,0,0
1999-01-22,24797922,16837.7547,1212.64001,8489.03464,14285.8584,28335.5869,57,37,0,0,0
1999-01-23,24800984,17691.7423,1212.66003,8919.58674,13943.5342,27656.5967,70,37,0,0,0
1999-01-24,24822408,17839.7401,1212.80005,8994.2023,11021.9307,21861.6807,64,51,0,0,0
1999-01-25,24813218,29456.5711,1212.73999,14851.0213,14243.5088,28251.5877,64,44,0,0,0
1999-01-26,24816282,24396.6942,1212.76001,12300,14318.124,28399.5848,53,37,0,0,0
1999-01-27,24816282,27173.5537,1212.76001,13700,14281.3213,28326.5877,53,32,0,0,0
1999-01-28,24814750,26776.8595,1212.75,13500,14326.6953,28416.5857,56,37,0,0,0
1999-01-29,24816282,26181.8182,1212.76001,13200,14395.2607,28552.5833,59,33,0,0,0
1999-01-30,24830046,15649.5868,1212.84998,7890,14051.9287,27871.5941,59,34,0,0,0
1999-01-31,24836172,16780.1653,1212.89001,8460,11545.2481,22899.6656,61,41,0,0,0
1999-02-01,24831578,35523.4827,1212.85999,17909.7559,14554.5752,28868.5789,61,35,0,0,0
1999-02-02,24825452,28828.5799,1212.81995,14534.409,15301.2354,30349.5577,60,34,0,0,0
1999-02-03,24820876,33512.5111,1212.79004,16895.891,14540.9629,28841.5793,66,39,0,0,0
1999-02-04,24813218,38253.4425,1212.73999,19286.1106,14569.7002,28898.5789,57,42,0.06,0,0
1999-02-05,24817812,25964.6215,1212.77002,13090.4967,15240.2315,30228.5583,51,42,0.01,0,0
1999-02-06,24826982,19735.5372,1212.82996,9950,14264.1797,28292.5878,59,39,0,0,0
1999-02-07,24834640,22812.6675,1212.88,11501.3865,12898.4121,25583.6273,57,40,0,0,0
1999-02-08,24833110,28147.5895,1212.87,14191.0764,14611.041,28980.5772,67,42,0,0,0
1999-02-09,24820876,30924.5496,1212.79004,15591.1271,14588.8584,28936.5786,73,46,0.01,0,0
1999-02-10,24825452,30942.1488,1212.81995,15600,14607.0078,28972.5775,49,38,0,0,0
1999-02-11,24819344,30441.5564,1212.78003,15347.618,14576.2539,28911.578,50,34,0,0,0
1999-02-12,24820876,28028.5917,1212.79004,14131.0817,14597.9326,28954.5771,59,29,0,0,0
1999-02-13,24831578,15094.2149,1212.85999,7610,14394.2529,28550.5843,64,34,0,0,0
1999-02-14,24837704,14558.6777,1212.90002,7340,13079.4053,25942.622,73,40,0,0,0
1999-02-15,24849938,23769.6541,1212.97998,11983.8673,14584.3203,28927.5775,66,45,0,0,0
1999-02-16,24860658,22214.876,1213.05005,11200,14568.6914,28896.578,64,47,0,0,0
1999-02-17,24860658,23994.6505,1213.05005,12097.303,14650.3652,29058.5757,70,44,0,0,0
1999-02-18,24866766,27577.5979,1213.08997,13903.7056,14648.8525,29055.5753,67,44,0,0,0
1999-02-19,24863702,26578.5124,1213.06995,13400,14654.9033,29067.5768,66,47,0,0,0
1999-02-20,24868296,23494.6576,1213.09998,11845.2232,14230.4004,28225.5876,60,43,0,0,0
1999-02-21,24871360,19533.7153,1213.12,9848.24811,12975.044,25735.6244,69,45,0,0,0
1999-02-22,24868296,36392.4697,1213.09998,18347.8701,14653.3906,29064.5765,61,41,0,0,0
1999-02-23,24871360,28760.3306,1213.12,14500,14947.3154,29647.5678,66,39,0,0,0
1999-02-24,24865232,32141.5315,1213.07996,16204.6888,14914.041,29581.569,71,41,0,0,0
1999-02-25,24860658,27111.605,1213.05005,13668.7675,14937.2324,29627.5684,73,54,0,0,0
1999-02-26,24868296,26664.6116,1213.09998,13443.4083,14959.415,29671.567,68,46,0,0,0
1999-02-27,24879018,17335.5372,1213.17004,8740,14510.209,28780.5798,72,44,0,0,0
1999-02-28,24898908,14529.7881,1213.30005,7325.43485,12974.54,25734.6249,74,44,0,0,0
1999-03-01,24886656,38756.4282,1213.21997,19539.6992,14256.6172,28277.5878,79,49,0,0,0
1999-03-02,24877484,41935.3894,1213.16003,21142.4255,14569.7002,28898.5789,77,50,0,0,0
1999-03-03,24857594,38980.4324,1213.03003,19652.6347,13513.4863,26803.6093,80,60,0,0,0
1999-03-04,24849938,36889.4625,1212.97998,18598.4373,13518.0234,26812.6085,72,55,0,0,0
1999-03-05,24845342,38677.686,1212.94995,19500,13529.1152,26834.6087,64,47,0,0,0
1999-03-06,24846876,22912.6663,1212.95996,11551.8026,12591.8828,24975.6353,75,44,0,0,0
1999-03-07,24846876,21180.6915,1212.95996,10678.5986,10789.0098,21399.6888,62,47,0,0,0
1999-03-08,24831578,39081.4306,1212.85999,19703.5546,13510.9658,26798.6099,68,42,0,0,0
1999-03-09,24810156,37788.4497,1212.71997,19051.6767,13626.418,27027.6059,65,49,0,0,0
1999-03-10,24808624,34634.4954,1212.70996,17461.5581,3788.25317,7513.89059,65,43,0,0,0
1999-03-11,24796390,36694.2149,1212.63,18500,13476.1787,26729.6107,61,49,0,0,0
1999-03-12,24799454,26155.6192,1212.65002,13186.7914,13482.7324,26742.6098,66,49,0,0,0
1999-03-13,24797922,26306.6173,1212.64001,13262.9195,12637.2578,25065.6353,70,41,0,0,0
1999-03-14,24796390,28363.6364,1212.63,14300,10808.167,21437.6866,71,46,0,0,0
1999-03-15,24782626,32727.2727,1212.54004,16500,13473.1533,26723.6099,74,44,0,0,0
1999-03-16,24770376,38280.9917,1212.45996,19300,13388.959,26556.6129,63,48,0,0,0
1999-03-17,24759672,33171.5169,1212.39001,16723.9731,13513.4863,26803.6093,72,44,0,0,0
1999-03-18,24753546,34374.4994,1212.34998,17330.4768,13312.8311,26405.6153,73,47,0,0,0
1999-03-19,24747440,33322.3141,1212.31006,16800,13366.2715,26511.6129,75,48,0,0,0
1999-03-20,24748952,20563.7004,1212.31995,10367.5323,12793.5469,25375.6302,79,53,0,0,0
1999-03-21,24756610,18479.7305,1212.37,9316.86414,10952.8613,21724.6836,73,46,0,0,0
1999-03-22,24752016,31537.1901,1212.33997,15900,13262.919,26306.6161,75,47,0,0,0
1999-03-23,24747440,32744.5227,1212.31006,16508.6968,13288.127,26356.6154,72,56,0,0,0
1999-03-24,24729060,40243.4138,1212.18994,20289.3878,13264.9356,26310.616,76,49,0,0,0
1999-03-25,24712232,38916.433,1212.07996,19620.3683,13245.7773,26272.6162,74,51,0,0,0
1999-03-26,24700000,31499.5416,1212,15881.0189,13285.6065,26351.6161,79,52,0,0,0
1999-03-27,24706126,24153.648,1212.04004,12177.4642,12676.0772,25142.6324,78,53,0,0,0
